,4,6,8,16,24,32,48
1,9.3,9.2,10.3,15.3,18.8,14.6,16.1
2,6.4,9.5,10.6,13.9,9.4,20.5,12.3
5,10.2,7.4,7.0,7.4,8.2,7.8,11.0
10,11.7,10.7,10.1,8.6,8.1,8.9,9.1
15,15.3,13.5,10.5,8.6,8.2,6.9,9.0
20,15.6,12.9,10.7,8.5,8.1,7.0,9.1
30,22.8,15.9,14.1,10.4,8.6,7.7,10.2
50,32.3,23.4,18.5,12.7,11.7,9.9,12.2
100,55.1,41.0,31.9,23.0,17.2,16.3,17.3
